,rmse,mae,mape
"((9, 2, 6), (0, 1, 0, 7))",30247.307768091672,23877.771933972588,4.067237189603062
"((10, 0, 11), (0, 1, 0, 7))",30247.39602166937,23877.963801920338,4.067260239600449
"((5, 0, 0), (2, 0, 2, 7))",30247.403528669365,23877.98011889901,4.067262199835706
"((6, 0, 3), (5, 0, 0, 7))",30247.468219898175,23878.12070610659,4.067279089237012
"((3, 0, 6), (1, 1, 1, 7))",30247.517456507936,23878.227678942618,4.067291940386044
"((5, 0, 12), (3, 1, 0, 7))",30247.53280874623,23878.26102863866,4.067295946841607
"((2, 1, 11), (4, 1, 0, 7))",30247.57185088462,23878.34582923206,4.067306134335032
"((1, 0, 4), (2, 0, 1, 7))",30247.593799007474,23878.39349440285,4.0673118605757885
"((5, 0, 4), (3, 0, 1, 7))",30247.607283244997,23878.422775977717,4.067315378308855
"((3, 0, 6), (4, 1, 0, 7))",30247.612473795743,23878.434046982842,4.067316732347618
"((3, 1, 7), (5, 0, 0, 7))",30247.628358925158,23878.4685390095,4.067320876036721
"((4, 2, 0), (1, 1, 2, 7))",30247.635950923297,23878.48502292501,4.067322856326883
"((5, 0, 12), (5, 0, 0, 7))",30247.719179488187,23878.665692558086,4.067344561018152
"((2, 0, 3), (4, 0, 1, 7))",30247.735965098324,23878.70212171506,4.067348937423816
"((1, 2, 1), (1, 1, 1, 7))",30247.73938847895,23878.709550996722,4.067349829938302
"((5, 2, 4), (1, 0, 1, 7))",30247.83221008546,23878.910943739877,4.06737402419408
"((3, 2, 12), (5, 1, 0, 7))",30247.834672892066,23878.916286050528,4.067374665990941
"((2, 2, 1), (5, 1, 0, 7))",30247.841008385614,23878.93002869871,4.067376316959789
"((3, 1, 5), (2, 0, 2, 7))",30247.853030332877,23878.956105020054,4.0673794496307005
"((3, 1, 12), (5, 1, 0, 7))",30247.857147614806,23878.965035316487,4.06738052246914
"((4, 2, 11), (2, 1, 0, 7))",30247.88141064949,23879.017657860422,4.067386844262407
"((6, 1, 3), (4, 1, 2, 7))",30247.886281429393,23879.028221070617,4.067388113270442
"((3, 2, 3), (2, 0, 1, 7))",30247.900099218135,23879.0581862699,4.067391713130519
"((6, 1, 2), (1, 0, 2, 7))",30247.95209110102,23879.17091847416,4.067405256179497
"((4, 1, 0), (0, 0, 1, 7))",30247.956956268066,23879.18146605963,4.067406523310459
"((3, 0, 6), (2, 1, 1, 7))",30247.995016206427,23879.26397105425,4.067416435022827
"((4, 2, 6), (3, 0, 2, 7))",30248.00166549977,23879.278383667363,4.067418166477707
"((2, 2, 0), (1, 0, 1, 7))",30248.038665824963,23879.358575276736,4.067427800272242
"((0, 2, 9), (3, 1, 0, 7))",30248.085129875646,23879.45925839031,4.067439895807385
"((5, 1, 6), (1, 0, 1, 7))",30248.08647289097,23879.462168253292,4.067440245382887
"((1, 0, 0), (3, 0, 1, 7))",30248.10693133315,23879.506492590237,4.0674455702735886
"((3, 1, 2), (5, 0, 0, 7))",30248.214842819372,23879.740219416646,4.067473648974597
"((9, 0, 5), (0, 1, 1, 7))",30248.217923001554,23879.746889111546,4.067474450236359
"((5, 1, 3), (2, 0, 2, 7))",30248.230378402015,23879.77385853629,4.067477690199975
"((5, 2, 7), (4, 0, 0, 7))",30248.280896415195,23879.883228263243,4.067490829298768
"((1, 0, 1), (4, 0, 2, 7))",30248.281137329566,23879.883749773322,4.067490891950222
"((1, 1, 12), (1, 1, 0, 7))",30248.44344375168,23880.23496466134,4.067533085043681
"((4, 1, 4), (4, 0, 0, 7))",30248.572291821416,23880.513592044317,4.067566557859358
"((1, 2, 11), (1, 1, 0, 7))",30248.580490036868,23880.53131467545,4.067568686962244
"((6, 1, 9), (2, 1, 0, 7))",30248.623490291953,23880.62426025727,4.06757985295137
"((10, 1, 4), (0, 1, 2, 7))",30248.632536551864,23880.64381151894,4.0675822017362275
"((3, 2, 4), (5, 0, 1, 7))",30248.64129240538,23880.66273436405,4.067584475026454
"((5, 2, 4), (0, 1, 1, 7))",30248.726394250636,23880.84661382301,4.067606565329177
"((4, 2, 8), (0, 1, 0, 7))",30248.72700121846,23880.847925039365,4.067606722851754
"((4, 1, 9), (3, 1, 0, 7))",30248.730054318574,23880.854520514422,4.067607515197138
"((0, 1, 4), (1, 0, 0, 7))",30248.762632882077,23880.924892761148,4.067615969345536
"((10, 1, 6), (0, 0, 1, 7))",30248.8289536018,23881.068118170602,4.067633175686421
"((2, 0, 1), (2, 0, 0, 7))",30248.864927522973,23881.145788765272,4.067642506619624
"((6, 1, 1), (0, 1, 0, 7))",30248.87132253691,23881.1595947732,4.067644165200175
"((6, 0, 8), (5, 1, 0, 7))",30248.918946050417,23881.262395037844,4.067656515078617
"((1, 0, 0), (1, 0, 0, 7))",30248.940058839453,23881.307961985098,4.067661989249927
"((5, 1, 10), (2, 1, 0, 7))",30249.024280610498,23881.489690809263,4.067683821186795
"((1, 0, 5), (3, 0, 2, 7))",30249.025275146396,23881.491836341702,4.06768407893968
"((4, 2, 6), (1, 1, 1, 7))",30249.12088815464,23881.69805858247,4.067708853385681
"((4, 1, 12), (4, 0, 0, 7))",30249.166330624776,23881.796039202654,4.067720624257605
"((0, 1, 4), (0, 0, 1, 7))",30249.202488451745,23881.87398621579,4.0677299883982565
"((0, 1, 3), (0, 0, 1, 7))",30249.2171490634,23881.905587065103,4.06773378475665
"((0, 2, 5), (1, 0, 0, 7))",30249.31639481526,23882.119454901913,4.067759477704
"((4, 1, 4), (3, 0, 0, 7))",30249.331298819197,23882.151563636362,4.067763335077021
"((1, 1, 3), (0, 0, 1, 7))",30249.3448794979,23882.180819534908,4.067766849725469
"((8, 1, 5), (0, 1, 0, 7))",30249.38400321661,23882.265090856956,4.067776973635043
"((1, 0, 2), (0, 1, 0, 7))",30249.41856650917,23882.339526629843,4.067785915953917
"((10, 0, 7), (0, 0, 0, 0))",30249.591224215033,23882.711187808953,4.067830565356321
"((10, 0, 7), (0, 0, 0, 7))",30249.591224215033,23882.711187808953,4.067830565356321
"((4, 1, 12), (1, 0, 0, 7))",30249.706564395154,23882.95930491627,4.067860372829337
"((6, 0, 11), (5, 1, 0, 7))",30249.70738365542,23882.961066823602,4.067860584495538
"((4, 0, 0), (3, 0, 1, 7))",30249.734099884812,23883.01851934724,4.067867486536943
"((4, 0, 3), (2, 0, 0, 7))",30249.752038648418,23883.05709224847,4.067872120480668
"((6, 0, 4), (5, 0, 1, 7))",30249.757463898946,23883.068757295692,4.067873521857559
"((8, 2, 6), (0, 0, 0, 7))",30249.8196206576,23883.202382467593,4.067889574876831
"((8, 2, 6), (0, 0, 0, 0))",30249.8196206576,23883.202382467593,4.067889574876831
"((4, 2, 11), (1, 1, 0, 7))",30249.832594981686,23883.230270021977,4.067892925139673
"((2, 1, 4), (4, 0, 2, 7))",30249.895694335315,23883.365874949926,4.067909215996335
"((1, 0, 3), (0, 1, 0, 7))",30249.90731183525,23883.39083753,4.0679122148682785
"((5, 2, 4), (5, 1, 2, 7))",30249.91859077537,23883.415071383795,4.067915126194913
"((4, 2, 2), (0, 0, 1, 7))",30249.978343889034,23883.54343579726,4.0679305472145755
"((4, 2, 10), (0, 0, 0, 0))",30250.034071588412,23883.663121232305,4.067944925587814
"((4, 2, 10), (0, 0, 0, 7))",30250.034071588412,23883.663121232305,4.067944925587814
"((3, 0, 6), (1, 1, 2, 7))",30250.143278240226,23883.897574722905,4.0679730915864045
"((6, 2, 0), (3, 1, 0, 7))",30250.252565576287,23884.13208520255,4.068001264431355
"((4, 1, 12), (2, 1, 0, 7))",30250.283912796127,23884.199329124374,4.068009342759395
"((2, 0, 8), (5, 0, 0, 7))",30250.46836417998,23884.594808433587,4.0680568535455945
"((5, 2, 6), (4, 0, 1, 7))",30250.53696281892,23884.741805531194,4.068074512997084
"((3, 2, 11), (4, 0, 0, 7))",30250.646570392462,23884.976584377513,4.068102718082183
"((8, 2, 12), (0, 1, 0, 7))",30250.822505444412,23885.35319355352,4.068147961910686
"((6, 1, 12), (4, 0, 0, 7))",30250.865201330485,23885.444543954814,4.068158936263285
"((10, 0, 8), (0, 0, 0, 0))",30250.90095400275,23885.521025416332,4.068168124340339
"((10, 0, 8), (0, 0, 0, 7))",30250.90095400275,23885.521025416332,4.068168124340339
"((3, 2, 10), (2, 1, 0, 7))",30250.917858416356,23885.55718273969,4.068172468089353
"((2, 0, 4), (2, 0, 0, 7))",30250.97368044813,23885.676562496134,4.068186809739985
"((3, 2, 5), (0, 1, 0, 7))",30250.974429254507,23885.6781636729,4.068187002096868
"((4, 1, 5), (3, 1, 2, 7))",30250.978957639363,23885.68784662791,4.068188165355714
"((3, 0, 2), (5, 0, 1, 7))",30250.987977044315,23885.707132053583,4.068190482204447
"((6, 1, 9), (0, 1, 0, 7))",30251.02449245725,23885.78520185249,4.068199861095929
"((9, 0, 1), (0, 1, 2, 7))",30251.050742010542,23885.84131536276,4.068206602275371
"((6, 1, 6), (4, 1, 2, 7))",30251.058478005016,23885.85785128696,4.068208588813581
"((5, 2, 2), (0, 0, 2, 7))",30251.062946954466,23885.86740354055,4.068209736370653
"((9, 2, 4), (0, 0, 1, 7))",30251.130635173315,23886.012061731293,4.0682271148382805
"((3, 0, 6), (5, 1, 0, 7))",30251.141335877008,23886.034926444245,4.068229861683599
"((6, 1, 9), (1, 1, 0, 7))",30251.1894952446,23886.137817293537,4.068242222444398
"((2, 2, 2), (3, 0, 1, 7))",30251.210414388737,23886.182503397715,4.068247590795894
"((5, 2, 8), (4, 1, 0, 7))",30251.234544436862,23886.23404320979,4.068253782515499
"((1, 0, 4), (3, 0, 2, 7))",30251.24341504873,23886.252988708322,4.068256058527188
"((0, 1, 8), (5, 1, 0, 7))",30251.344139754285,23886.46805960092,4.068281896003278
"((3, 1, 12), (1, 1, 0, 7))",30251.358025314956,23886.497700909185,4.068285456952806
"((6, 0, 10), (5, 1, 0, 7))",30251.389497260054,23886.56487678766,4.068293527106479
"((4, 0, 10), (4, 1, 0, 7))",30251.394451160813,23886.575449869597,4.068294797300453
"((1, 2, 3), (5, 0, 1, 7))",30251.500589085066,23886.801923034385,4.068322004585035
"((5, 0, 3), (0, 0, 2, 7))",30251.53433362252,23886.873903313815,4.068330651913952
"((4, 0, 0), (2, 0, 2, 7))",30251.571477735644,23886.95312263264,4.068340168902659
"((1, 1, 12), (4, 1, 0, 7))",30251.600080551,23887.014116472317,4.068347496378987
"((1, 1, 0), (3, 0, 1, 7))",30251.650823153897,23887.122302910004,4.068360493323684
"((4, 1, 4), (4, 0, 1, 7))",30251.65247034131,23887.125814406107,4.068360915176196
"((0, 2, 10), (3, 1, 0, 7))",30251.67741355635,23887.178985522314,4.0683673028720255
"((6, 1, 10), (1, 1, 0, 7))",30251.762017237066,23887.35928988259,4.068388963681359
"((3, 1, 9), (5, 0, 0, 7))",30251.765933346403,23887.367634104565,4.06838996611192
"((6, 0, 3), (2, 0, 2, 7))",30251.766974478658,23887.369852465097,4.068390232613987
"((3, 1, 6), (4, 0, 2, 7))",30251.87690815579,23887.60403220954,4.068418365726165
"((5, 2, 5), (1, 0, 1, 7))",30251.90497542639,23887.66380243954,4.068425546204518
"((5, 1, 7), (1, 0, 0, 7))",30251.9555230101,23887.771426396164,4.068438475575723
"((3, 0, 0), (5, 1, 1, 7))",30251.97794746387,23887.819163902033,4.068444210506432
"((4, 0, 0), (2, 0, 1, 7))",30252.053796730095,23887.980597551246,4.068463604288645
"((5, 0, 5), (2, 1, 2, 7))",30252.100120094758,23888.079162955783,4.068475445413459
"((1, 1, 0), (0, 1, 2, 7))",30252.27128772507,23888.443191725288,4.068519177898663
"((10, 0, 1), (0, 1, 2, 7))",30252.273734500905,23888.448393367013,4.068519802796304
"((3, 0, 0), (4, 0, 0, 7))",30252.314542146243,23888.535138678355,4.068530223917828
"((10, 0, 2), (0, 1, 2, 7))",30252.484147449963,23888.895502181895,4.068573516077422
"((10, 1, 3), (0, 0, 0, 0))",30252.518144320227,23888.967703297152,4.068582189936384
"((10, 1, 3), (0, 0, 0, 7))",30252.518144320227,23888.967703297152,4.068582189936384
"((3, 1, 5), (4, 0, 2, 7))",30252.519406346535,23888.970383325483,4.068582511900769
"((2, 1, 12), (5, 1, 0, 7))",30252.601951582415,23889.145643092932,4.0686035666794815
"((10, 1, 7), (0, 1, 0, 7))",30252.608989533845,23889.160583078443,4.068605361490085
"((6, 0, 0), (0, 0, 1, 7))",30252.621985140417,23889.188168598237,4.0686086754680915
"((0, 1, 12), (5, 1, 0, 7))",30252.63391621116,23889.21349304885,4.068611717813242
"((1, 0, 0), (2, 0, 2, 7))",30252.68569379405,23889.323378715446,4.068624918894286
"((1, 1, 0), (2, 1, 2, 7))",30252.710453184798,23889.375915750265,4.068631230414941
"((3, 1, 10), (4, 1, 0, 7))",30252.765035156437,23889.49171306401,4.068645141689912
"((1, 1, 0), (2, 0, 2, 7))",30252.770356263452,23889.50300045673,4.068646497697395
"((6, 1, 11), (4, 0, 0, 7))",30252.807248713823,23889.581251214204,4.068655898328279
"((1, 0, 6), (1, 0, 2, 7))",30252.919689106322,23889.819664178216,4.068684539996999
"((5, 1, 10), (1, 1, 0, 7))",30252.99399083256,23889.97714477027,4.068703458879897
"((1, 2, 0), (2, 0, 1, 7))",30253.008529680224,23890.007953432025,4.0687071600690805
"((10, 2, 4), (0, 0, 1, 7))",30253.23631578955,23890.490387195892,4.068765117102171
"((5, 1, 3), (5, 0, 2, 7))",30253.51430733317,23891.078496057067,4.068835769380845
"((6, 0, 2), (2, 0, 2, 7))",30253.58266710387,23891.223005295244,4.0688531299541015
"((1, 2, 0), (4, 1, 2, 7))",30253.61394916823,23891.289119575,4.068861072572938
"((2, 0, 2), (1, 0, 2, 7))",30253.67971951963,23891.428094804658,4.068877768319768
"((6, 0, 8), (0, 0, 0, 7))",30253.76804635827,23891.614669582403,4.068900182423791
"((6, 0, 8), (0, 0, 0, 0))",30253.76804635827,23891.614669582403,4.068900182423791
"((6, 1, 6), (3, 1, 2, 7))",30253.786436145947,23891.653505646926,4.068904847982558
"((8, 2, 2), (0, 0, 1, 7))",30253.940527765542,23891.978797516196,4.068943926822065
"((1, 1, 0), (4, 1, 2, 7))",30254.03705280834,23892.182452770565,4.068968392883938
"((1, 1, 5), (0, 0, 0, 0))",30254.06744297586,23892.246554241476,4.068976093694596
"((1, 1, 5), (0, 0, 0, 7))",30254.06744297586,23892.246554241476,4.068976093694596
"((6, 1, 3), (3, 1, 2, 7))",30254.097517967315,23892.309982520823,4.0689837136315905
"((6, 1, 5), (4, 0, 1, 7))",30254.138749143585,23892.3969256713,4.068994158520457
"((2, 0, 6), (0, 0, 0, 0))",30254.150630546625,23892.421976777616,4.068997168027474
"((2, 0, 6), (0, 0, 0, 7))",30254.150630546625,23892.421976777616,4.068997168027474
"((6, 1, 8), (2, 1, 0, 7))",30254.215612446103,23892.558963532498,4.069013624889494
"((6, 1, 8), (5, 0, 0, 7))",30254.219154000202,23892.566428277627,4.069014521664373
"((9, 0, 3), (0, 0, 1, 7))",30254.242855179124,23892.616381693297,4.069020522802731
"((3, 1, 6), (5, 0, 0, 7))",30254.29312092832,23892.722306382035,4.069033248032907
"((4, 1, 6), (5, 0, 2, 7))",30254.31289090242,23892.7639611463,4.069038252215308
"((0, 2, 10), (3, 0, 0, 7))",30254.316563379827,23892.77169855386,4.0690391817464056
"((10, 0, 2), (0, 1, 0, 7))",30254.322304894904,23892.783794892068,4.069040634936307
"((2, 2, 3), (0, 1, 0, 7))",30254.442066170865,23893.036041204195,4.069070938470085
"((10, 0, 9), (0, 0, 0, 0))",30254.723944825204,23893.62922630353,4.069142200581084
"((10, 0, 9), (0, 0, 0, 7))",30254.723944825204,23893.62922630353,4.069142200581084
"((3, 2, 8), (1, 1, 0, 7))",30254.756807434565,23893.698334944496,4.069150502926589
"((4, 1, 8), (0, 1, 0, 7))",30254.788794953263,23893.765593817,4.069158583050725
"((4, 1, 1), (1, 0, 0, 7))",30254.861462216926,23893.91835358415,4.069176934798763
"((2, 0, 6), (1, 0, 2, 7))",30254.890372197005,23893.979114185808,4.069184234255112
"((0, 0, 2), (1, 0, 1, 7))",30254.93157385203,23894.065695219284,4.069194635641163
"((9, 0, 5), (0, 1, 0, 7))",30254.952011751146,23894.108637607733,4.069199794511904
"((7, 1, 8), (0, 1, 0, 7))",30254.994821901528,23894.198574327,4.069210599032243
"((4, 1, 9), (4, 1, 0, 7))",30254.994939032713,23894.19882037642,4.069210628591315
"((5, 2, 2), (0, 1, 0, 7))",30255.018741280714,23894.248817523927,4.069216634983383
"((3, 0, 12), (5, 1, 0, 7))",30255.041217677623,23894.296024949257,4.069222306233029
"((4, 1, 10), (3, 1, 0, 7))",30255.128735717484,23894.479796191234,4.0692443835351355
"((4, 2, 12), (5, 1, 0, 7))",30255.16709236625,23894.560315873343,4.06925405674259
"((6, 0, 3), (1, 1, 1, 7))",30255.17925878309,23894.58585326372,4.069257124669194
"((9, 0, 1), (0, 0, 2, 7))",30255.1820312737,23894.591672551618,4.069257823767571
"((1, 2, 1), (3, 0, 1, 7))",30255.29244605111,23894.823369569618,4.069285658618165
"((2, 2, 11), (3, 1, 0, 7))",30255.326220776147,23894.894221130635,4.069294170348839
"((2, 2, 1), (1, 1, 0, 7))",30255.332143327785,23894.906644206294,4.069295662791245
"((8, 1, 12), (0, 1, 0, 7))",30255.4169947,23895.084592498566,4.069317040555067
"((6, 0, 5), (1, 1, 2, 7))",30255.510097960338,23895.27977130936,4.069340488301975
"((6, 1, 2), (4, 0, 1, 7))",30255.600268422375,23895.468727025072,4.069363188439255
"((2, 0, 6), (0, 0, 1, 7))",30255.667342242286,23895.609235098756,4.069380068333835
"((2, 2, 2), (1, 1, 1, 7))",30255.681567332325,23895.639028977115,4.069383647612325
"((1, 0, 5), (4, 0, 2, 7))",30255.76090845084,23895.805172209264,4.069403607178849
"((2, 0, 3), (5, 0, 2, 7))",30255.963348885525,23896.22883251556,4.0694545034805385
"((5, 0, 0), (3, 0, 2, 7))",30255.966290197204,23896.234985267532,4.06945524263952
"((3, 1, 5), (4, 0, 1, 7))",30256.0142157072,23896.335226766347,4.069467285121408
"((1, 0, 0), (4, 0, 0, 7))",30256.02303967097,23896.35368080736,4.069469502091997
"((5, 0, 9), (3, 0, 0, 7))",30256.073479355742,23896.459154646578,4.069482173159504
"((4, 1, 5), (5, 0, 0, 7))",30256.087355778454,23896.488167458836,4.069485658604856
"((1, 1, 0), (2, 0, 1, 7))",30256.141060452617,23896.600436827735,4.069499146051249
"((1, 2, 1), (2, 0, 2, 7))",30256.155502921556,23896.630624318208,4.06950277261621
"((3, 0, 1), (1, 0, 0, 7))",30256.177173185748,23896.675915751777,4.069508213688769
"((6, 1, 3), (5, 0, 1, 7))",30256.197126536463,23896.71761506016,4.069513223222464
"((4, 1, 7), (4, 1, 0, 7))",30256.224495734605,23896.774806487374,4.069520093897131
"((8, 0, 5), (0, 1, 2, 7))",30256.22508602935,23896.77603990938,4.0695202420739065
"((4, 1, 7), (3, 1, 0, 7))",30256.441403269393,23897.227824804428,4.069574517114489
"((3, 1, 12), (4, 1, 0, 7))",30256.4916090061,23897.332621025238,4.069587106776516
"((1, 2, 1), (0, 1, 2, 7))",30256.515318924037,23897.38210374116,4.069593051367501
"((5, 0, 6), (5, 0, 1, 7))",30256.54572175338,23897.445547240266,4.069600673132918
"((5, 2, 6), (3, 1, 0, 7))",30256.549208927765,23897.452823618434,4.06960154727839
"((3, 0, 6), (3, 1, 2, 7))",30256.560498568673,23897.476379967396,4.069604377213187
"((1, 0, 3), (2, 0, 2, 7))",30256.571497664725,23897.49932898577,4.069607134186511
"((3, 1, 10), (4, 0, 0, 7))",30256.592025733567,23897.5421567983,4.069612279292708
"((5, 2, 9), (1, 1, 0, 7))",30256.64075629415,23897.64380853613,4.069624491193229
"((3, 1, 5), (5, 0, 1, 7))",30256.661836378564,23897.687774930484,4.069629773082607
"((3, 1, 0), (0, 0, 0, 7))",30256.688385636968,23897.7431426501,4.069636424666716
"((3, 1, 0), (0, 0, 0, 0))",30256.688385636968,23897.7431426501,4.069636424666716
"((4, 1, 6), (3, 0, 0, 7))",30256.744710751853,23897.8605862449,4.0696505337171605
"((0, 0, 4), (3, 0, 0, 7))",30256.772369059607,23897.91824627365,4.069657460687129
"((8, 0, 5), (0, 1, 1, 7))",30256.777914326063,23897.929805821295,4.06965884938986
"((2, 1, 8), (4, 0, 0, 7))",30256.813981516938,23898.004984053474,4.069667880903856
"((0, 2, 9), (3, 0, 0, 7))",30256.867506505743,23898.11652985518,4.069681281424723
"((1, 0, 3), (3, 0, 1, 7))",30256.910492500112,23898.206093980123,4.069692041183559
"((6, 0, 2), (2, 0, 1, 7))",30256.927605692854,23898.24174585835,4.069696324211076
"((1, 0, 0), (1, 1, 1, 7))",30256.94535197535,23898.27871389974,4.069700765355454
"((2, 0, 5), (2, 0, 0, 7))",30256.9773524505,23898.34536838242,4.069708772871402
"((1, 1, 3), (1, 0, 0, 7))",30256.978894399752,23898.34857991198,4.069709158687527
"((4, 1, 10), (1, 1, 0, 7))",30256.986808901383,23898.36506368608,4.069711138960701
"((4, 2, 6), (1, 1, 2, 7))",30256.997423461497,23898.387170080314,4.069713794705629
"((6, 1, 4), (1, 1, 1, 7))",30257.032336285058,23898.45987414626,4.06972252898642
"((2, 2, 4), (0, 0, 2, 7))",30257.03731677077,23898.470244855653,4.06972377486843
"((6, 0, 11), (4, 0, 0, 7))",30257.04273665712,23898.48153026489,4.069725130637625
"((6, 1, 4), (5, 0, 2, 7))",30257.098586003063,23898.597805835834,4.0697390993678795
"((4, 2, 6), (3, 0, 0, 7))",30257.10582082114,23898.61286634275,4.069740908657285
"((4, 2, 12), (4, 0, 0, 7))",30257.164807927886,23898.735640729476,4.0697556581207905
"((1, 0, 3), (2, 0, 0, 7))",30257.236476382306,23898.884768259966,4.069773573511185
"((2, 0, 6), (5, 0, 1, 7))",30257.25903277111,23898.931694116964,4.069779210934703
"((5, 1, 6), (5, 1, 2, 7))",30257.368946845545,23899.160292685538,4.069806673554021
"((5, 2, 6), (3, 1, 1, 7))",30257.4230485894,23899.272773884873,4.0698201864486
